molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_organism
CHEMBL314639,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1,Ki,57.3,nM,7.24,CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,Homo sapiens
CHEMBL444553,CC(C)(C)NCC(O)COc1cccc2[nH]cc(CC(N)=O)c12,Ki,23.5,nM,7.63,CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,Homo sapiens
CHEMBL461463,Cc1c[nH]c2cccc(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c12,Ki,0.311,nM,9.51,CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,Homo sapiens
CHEMBL513104,CC(C)(C)NCC(O)COc1cccc2oc3ccccc3c12,Ki,0.145,nM,9.84,CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,Homo sapiens
CHEMBL458001,O=C(Nc1cccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)c1)c1ccc(-c2ccccc2)cc1,Ki,2290.87,nM,5.64,CHEMBL991394,Displacement of [125I]iodocyanopindolol from adrenergic beta2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL458002,Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(-c2ccccc2)cc1,Ki,2398.83,nM,5.62,CHEMBL991394,Displacement of [125I]iodocyanopindolol from adrenergic beta2 receptor expressed in CHO cells,B,Homo sapiens
CHEMBL490733,CC(C)Sc1cc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)ccc1C(=O)NS(C)(=O)=O,EC50,1200.0,nM,5.92,CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,Homo sapiens
CHEMBL446806,CS(=O)(=O)NC(=O)c1ccc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)cc1OC1CCCCC1.Cl.Cl,EC50,290.0,nM,6.54,CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,Homo sapiens
CHEMBL270964,CC(C)Nc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,EC50,586.0,nM,6.23,CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,Homo sapiens
CHEMBL473702,CC(C)Cc1cc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)ccc1C(=O)O,EC50,3200.0,nM,5.50,CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,Homo sapiens
CHEMBL470857,Nc1ccncc1[C@@H](O)CNCCc1ccc(-c2ccc(C(=O)O)c(OC3CCCCC3)c2)cc1,EC50,1100.0,nM,5.96,CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,Homo sapiens
CHEMBL252319,Cc1cccc(OC[C@@H](O)CNC(C)C)c1,Kd,1.2,nM,8.92,CHEMBL968869,Binding affinity to beta2 adrenergic receptor,B,Homo sapiens
CHEMBL462313,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O,IC50,620.0,nM,6.21,CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,Homo sapiens
CHEMBL2218907,CC(C)NC1CCn2c(=O)[nH]c3cccc(c32)C1O,IC50,1100.0,nM,5.96,CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,Homo sapiens
CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,IC50,1300.0,nM,5.89,CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,Homo sapiens
CHEMBL509336,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,IC50,330.0,nM,6.48,CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,Homo sapiens
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,IC50,980.0,nM,6.01,CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,Homo sapiens
CHEMBL486278,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,IC50,1.3,nM,8.89,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL504479,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,IC50,21.0,nM,7.68,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL523475,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,IC50,23.0,nM,7.64,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL2112075,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,IC50,4300.0,nM,5.37,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL491251,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2Cl)cc1,IC50,21.0,nM,7.68,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL487508,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc(Cl)c2Cl)cc1,IC50,1.0,nM,9.00,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL487507,COc1ccc(CC(C)(C)NC[C@@H](O)COc2cccc(Cl)c2Cl)cc1,IC50,300.0,nM,6.52,CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,Homo sapiens
CHEMBL466088,CC(Cc1ccc(NC(=O)Cc2nccn2Cc2ccccc2)cc1)NC[C@H](O)COc1ccccc1,EC50,27.0,nM,7.57,CHEMBL972492,Agonist activity at human beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL59,NCCc1ccc(O)c(O)c1,Kd,64560.0,nM,4.19,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1,Kd,3980.0,nM,5.40,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL679,CNC[C@H](O)c1ccc(O)c(O)c1,Kd,630.0,nM,6.20,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,Kd,2510.0,nM,5.60,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL776,CC(C)NCC(O)c1cc(O)cc(O)c1,Kd,4810.0,nM,5.32,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,Kd,0.79,nM,9.10,CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,Homo sapiens
CHEMBL1204003,Cl.O=S(=O)(Nc1ccccc1)c1ccc(CCNC[C@@H](O)COc2ccccc2)cc1,EC50,50.0,nM,7.30,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204005,Cl.N#C/N=C(\Nc1ccccc1)Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1,EC50,30.0,nM,7.52,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203988,Cl.O[C@@H](CNCCc1ccc(NC(=S)NC2CCCCC2)cc1)COc1ccccc1,EC50,30.0,nM,7.52,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204006,Cl.O[C@@H](CNCCc1ccc(NC(=S)NCc2ccccc2)cc1)COc1ccccc1,EC50,30.0,nM,7.52,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203987,Cl.O[C@@H](CNCCc1ccc(NC(=S)NCCc2ccccc2)cc1)COc1ccccc1,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL2448075,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2ccccc2Cl)cc1)COc1ccccc1,EC50,40.0,nM,7.40,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL2448074,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2cccc(Cl)c2)cc1)COc1ccccc1,EC50,50.0,nM,7.30,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL2448072,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(Cl)cc2)cc1)COc1ccccc1,EC50,30.0,nM,7.52,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203994,Cl.O=[N+]([O-])c1ccccc1NC(=S)Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1,EC50,20.0,nM,7.70,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203989,Cl.O=[N+]([O-])c1cccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)c1,EC50,30.0,nM,7.52,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203990,Cl.O=[N+]([O-])c1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1,EC50,20.0,nM,7.70,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203995,COc1ccccc1NC(=S)Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1.Cl,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203996,COc1cccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)c1.Cl,EC50,20.0,nM,7.70,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204007,COc1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1.Cl,EC50,20.0,nM,7.70,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204001,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(F)cc2)cc1)COc1ccccc1,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203998,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(Br)cc2)cc1)COc1ccccc1,EC50,20.0,nM,7.70,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204002,Cl.O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(I)cc2)cc1)COc1ccccc1,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203999,COC(=O)c1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1.Cl,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1203991,Cl.NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL1204000,Cc1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1.Cl,EC50,10.0,nM,8.00,CHEMBL1051555,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as [125I]cAMP accumulation after 2 days by radioimmunoassay relative to isoproterenol,F,Homo sapiens
CHEMBL567833,Cc1cccc(CC(C)(C)NCC(O)c2ccc(O)c3c2OCC(=O)N3)c1,EC50,0.4,nM,9.40,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL568272,CC(C)(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.1,nM,10.00,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL584498,CC(C)(Cc1ccc(C(F)(F)F)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.4,nM,9.40,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL577289,CC(C)(Cc1ccc(C(=O)O)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,2.8,nM,8.55,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL565267,CC(C)(Cc1cc(F)cc(F)c1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.5,nM,9.30,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL568531,CC(C)(Cc1ccc(OC(F)(F)F)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.7,nM,9.15,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL568273,CC(C)(Cc1cccc(C(F)(F)F)c1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.6,nM,9.22,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL566973,CC(C)(Cc1cccc(C(=O)O)c1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,2.9,nM,8.54,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL565685,CC(C)(Cc1ccc(C(C)(C)C)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,13.4,nM,7.87,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL576848,CC(C)c1ccc(CC(C)(C)NCC(O)c2ccc(O)c3c2OCC(=O)N3)cc1,EC50,1.5,nM,8.82,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL568511,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(CO)c1,EC50,70.0,nM,7.16,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL579394,Cc1ccccc1CC(C)(C)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.1,nM,10.00,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL567863,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.2,nM,9.70,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL567192,CCc1ccc(CC(C)(C)NCC(O)c2ccc(O)c3c2OCC(=O)N3)cc1,EC50,0.6,nM,9.22,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL565686,CC(C)(Cc1ccc(-c2ccccc2)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,1.7,nM,8.77,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL566777,Cc1ccccc1CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,EC50,20.0,nM,7.70,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL566352,CC(C)(Cc1cccc(C(F)(F)F)c1)NCC(O)c1ccc(O)c(CO)c1,EC50,131.0,nM,6.88,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL566992,CCc1ccc(CC(C)(C)NCC(O)c2ccc(O)c(CO)c2)cc1,EC50,170.0,nM,6.77,CHEMBL1044765,Agonist activity at human adrenergic beta 2 expressed in CHO-K1 cells assessed as intracellular cAMP accumulation,F,Homo sapiens
CHEMBL180672,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,IC50,4.3,nM,8.37,CHEMBL1052906,Inhibition of beta2 adrenergic receptor,B,Homo sapiens
CHEMBL1204009,CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(C#N)c1.Cl,IC50,14.0,nM,7.85,CHEMBL1052906,Inhibition of beta2 adrenergic receptor,B,Homo sapiens
CHEMBL585382,CC(C)(Cc1ccc(NC(=O)CCCNC(=O)C[N+](C)(C)C)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2.[Cl-],EC50,11.6,nM,7.94,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL568667,CC(C)(Cc1ccc(NC(=O)CCCN)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,9.0,nM,8.05,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL565770,CC(C)(Cc1ccc(NC(=O)CCCNC(=N)N)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,4.1,nM,8.39,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL565747,CC(C)(Cc1ccc(NC(=O)CCCNC(=O)C(N)CCCN)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,5.4,nM,8.27,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL568239,CC(C)(Cc1ccc(NC(=O)CCCNC(=O)CCN)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,0.9,nM,9.05,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL585751,CC(C)(Cc1ccc(NC(=O)CCCNCCCS(=O)(=O)O)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,1.8,nM,8.74,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL583235,CC(C)(Cc1ccc(NC(=O)CCCNC(=O)CN)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,1.2,nM,8.92,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL587197,CC(C)(Cc1ccc(NC(=O)CCCNC(=O)C[N+](C)(C)C)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2.[Cl-],EC50,1.0,nM,9.00,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL576428,CN(C)CC(=O)NCCCC(=O)Nc1ccc(CC(C)(C)NCC(O)c2ccc(O)c3c2OCC(=O)N3)cc1,EC50,0.5,nM,9.30,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL577917,CC(C)(Cc1ccc(NC(=O)CCCNC(=N)N)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,1.0,nM,9.00,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL577702,CC(C)(Cc1ccc(NC(=O)CCCN)cc1)NCC(O)c1ccc(O)c2c1OCC(=O)N2,EC50,1.1,nM,8.96,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL570834,CN1CCN(CC(=O)NCCCC(=O)Nc2ccc(CC(C)(C)NCC(O)c3ccc(O)c4c3OCC(=O)N4)cc2)CC1,EC50,1.2,nM,8.92,CHEMBL1044606,Agonist activity at human beta2 adrenoceptor expressed in CHOK1 cell assessed as increase of intracellular cAMP level,F,Homo sapiens
CHEMBL565547,Cc1nc2c3c(nc(Cc4ccccc4)n2n1)CCNCC3,Ki,7600.0,nM,5.12,CHEMBL1041013,Inhibition of beta2 adrenergic receptor,B,Homo sapiens
CHEMBL40317,NC[C@H](O)c1cc(O)c(O)cc1F,Ki,15800.0,nM,4.80,CHEMBL1043293,Displacement of [3H]prazosin from human adrenergic beta2 receptor expressed in CHO cell membrane,B,Homo sapiens
CHEMBL295072,NC[C@H](O)c1ccc(O)c(O)c1F,Ki,70100.0,nM,4.15,CHEMBL1043300,Displacement of [3H]prazosin from human adrenergic beta2 receptor N293F mutant expressed in CHO cell membrane,B,Homo sapiens
CHEMBL604125,COc1cccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)c1,EC50,14.3,nM,7.84,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600007,CCOc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,EC50,15.4,nM,7.81,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600817,COc1ccc(CC(C)(C)NC[C@@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,EC50,97.7,nM,7.01,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL603271,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,EC50,1.4,nM,8.85,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600617,CC(C)(Cc1ccccc1C(F)(F)F)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,1.4,nM,8.85,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600616,CC(C)(Cc1ccc(Br)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,10.7,nM,7.97,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL603274,CC(C)(Cc1ccc(Cl)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,1.3,nM,8.89,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600401,CC(C)(Cc1ccc(F)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,3.4,nM,8.47,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL600400,CC(C)(Cc1ccc(OC(F)(F)F)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,11.9,nM,7.92,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL604333,CC(C)(Cc1cccc(C(F)(F)F)c1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,3.4,nM,8.47,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL601430,CC(C)(Cc1ccc(C(F)(F)F)cc1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,12.4,nM,7.91,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
CHEMBL601429,CC(C)(Cc1cc(F)cc(F)c1)NCC(O)c1cc(O)cc2c1OCC(=O)N2,EC50,12.1,nM,7.92,CHEMBL1071508,Agonist activity at human recombinant adrenergic beta2 receptor expressed in CHO cells assessed as cAMP accumulation,F,Homo sapiens
